재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기말	전기말	전전기말	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_OtherNonCurrentAssets	      기타비유동자산	81,576,172	86,155,433	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_RightofuseAssets	      사용권자산	21,921,229,153		
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_DeferredTaxAssets	      이연법인세자산	8,837,010,228		
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_Assets	   자산총계	1,267,636,913,257	1,075,577,283,174	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_LiabilitiesAbstract	부채 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CurrentLiabilities	   유동부채	509,179,059,166	442,087,226,858	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ShortTermTradePayables	      단기매입채무	21,510,697,948	18,277,998,854	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_ShorttermBorrowings	      단기차입금	125,500,000,000	127,500,000,000	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CurrentPortionOfLongtermBorrowings	      유동성장기차입금	110,891,038,959	108,418,742,749	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_CurrentPortionOfBonds	      유동성사채	152,923,258,404	164,875,893,312	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_OtherCurrentFinancialLiabilities	      기타유동금융부채	21,597,239,110	19,665,390,150	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_OtherCurrentLiabilities	      기타유동부채	5,349,338,821	3,349,201,793	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CurrentLeaseLiabilities	      유동리스부채	4,423,701,297		
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CurrentTaxLiabilities	      당기법인세부채	66,983,784,627		
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_NoncurrentLiabilities	   비유동부채	379,121,591,038	367,289,813,891	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_BondsIssued	      사채	193,448,456,041	188,544,248,929	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_LongTermBorrowingsGross	      장기차입금	135,851,449,705	133,735,431,312	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_OtherNoncurrentFinancialLiabilities	      기타비유동금융부채	32,085,647,446	32,117,175,845	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_NoncurrentLeaseLiabilities	      비유동리스부채	17,736,037,846		
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_DeferredTaxLiabilities	      이연법인세부채		12,892,957,805	
